1491449989825,27.0
1491451328834,27.0
1491451336838,27.0
1491451340843,27.0
1491451342845,27.0
1491451344848,26.0
1491451350856,27.0
1491451352858,27.0
1491451354859,27.0
1491451358888,27.0
1491451360889,27.0
1491451362891,25.0
1491451368897,25.0
1491451370899,25.0
1491451372900,25.0
1491451374906,25.0
1491451376908,25.0
1491451384914,25.0
1491451386921,25.0
1491451390924,27.0
1491451392976,27.0
1491451480876,27.0
1491451482878,26.0
1491451484878,28.0
1491451486888,28.0
1491451492893,28.0
1491451502898,28.0
1491451508910,28.0
1491451510911,28.0
1491451564949,29.0
1491451605143,27.0
1491451607144,26.0
1491451609145,28.0
1491451633177,28.0
1491451635179,28.0
1491451647187,28.0
1491451655222,28.0
1491451665230,29.0
1491451667232,29.0
1491451671239,30.0
1491451673240,29.0
1491451677243,29.0
1491451687266,28.0
1491451697275,29.0
1491451699276,29.0
1491451705286,29.0
1491451707286,29.0
1491451727298,30.0
1491451729304,29.0
1491451731305,29.0
1491451739347,29.0
1491451741352,30.0
1491451743354,29.0
1491451745356,29.0
1491451755365,29.0
1491451757368,29.0
1491451809406,30.0
1491451811419,30.0
1491451813420,29.0
1491451815421,28.0
1491451819428,29.0
1491451821432,28.0
1491451823432,28.0
1491451991555,27.0
1491452035587,27.0
1491452037589,27.0
1491452051661,27.0
1491452053677,27.0
1491452065725,27.0
1491452067742,27.0
1491452069758,27.0
1491452075778,27.0
1491452098696,27.0
1491452106703,27.0
1491452118744,27.0
1491452146706,27.0
1491452148720,27.0
1491452156725,27.0
1491452164757,27.0
1491452178807,27.0
1491452180822,27.0
1491452182837,27.0
1491452186854,27.0
1491452188855,27.0
1491452202632,27.0
1491452204634,27.0
1491452206635,27.0
1491452208640,27.0
1491452210642,27.0
1491452224659,27.0
1491452243610,27.0
1491452245613,27.0
1491452247614,27.0
1491452251647,27.0
1491452251704,27.0
1491452253661,27.0
1491452269501,27.0
1491452291583,27.0
1491452295599,27.0
1491452301619,27.0
1491452303632,27.0
1491452327712,27.0
1491452327736,27.0
1491452329716,27.0
1491452357799,27.0
1491452383395,27.0
1491452385395,27.0
1491452387397,27.0
1491452389410,27.0
1491452471706,27.0
1491452473717,27.0
1491452475732,27.0
1491452495802,27.0
1491452497813,27.0
1491452499831,27.0
1491452501832,27.0
1491452509863,27.0
1491452553190,27.0
1491452555191,27.0
1491452557192,27.0
1491452559203,27.0
1491452571263,27.0
1491452573264,27.0
1491452577282,27.0
1491452579294,27.0
1491452581296,27.0
1491452588829,27.0
1491452590830,27.0
1491452592832,27.0
1491452610911,27.0
1491452612940,27.0
1491452614941,27.0
1491452627231,27.0
1491452653351,27.0
1491452653392,27.0
1491452666506,27.0
1491452668507,27.0
1491452670508,27.0
1491452720649,27.0
1491452732696,27.0
1491452746745,27.0
1491452748761,27.0
1491452776844,27.0
1491452778854,27.0
1491452780859,27.0
1491452782860,27.0
1491452784861,27.0
1491452794788,27.0
1491452796741,27.0
1491452798743,27.0
1491452800755,27.0
1491452810806,27.0
1491452846874,27.0
1491452852924,27.0
1491452852970,27.0
1491452858953,27.0
1491452860969,28.0
1491452864980,28.0
1491452866985,29.0
1491452869002,29.0
1491452871005,29.0
1491452873021,29.0
1491452879038,14.0
1491452899124,14.0
1491452903134,14.0
1491452905150,14.0
1491452981417,14.0
1491452983424,14.0
1491452995476,14.0
1491453005522,14.0
1491453023575,15.0
1491453025590,15.0
1491453027604,15.0
1491453031620,15.0
1491453063145,27.0
1491453065100,27.0
1491453083112,27.0
1491453085121,27.0
1491453087124,27.0
1491453089125,27.0
1491453091129,27.0
1491453095261,27.0
1491453097198,28.0
1491453114143,27.0
1491453118148,27.0
1491453132159,27.0
1491453134168,27.0
1491453138188,27.0
1491453140191,28.0
1491453142205,29.0
1491453144207,29.0
1491453148239,14.0
1491453198431,15.0
1491453202448,15.0
1491453214470,16.0
1491453304776,17.0
1491453306792,16.0
1491453318839,17.0
1491453320859,16.0
1491453356985,16.0
1491453365006,17.0
1491453367018,16.0
1491453371028,16.0
1491453375035,17.0
1491453377050,16.0
1491453383069,17.0
1491453387086,16.0
1491453411231,17.0
1491453415261,16.0
1491453421294,16.0
1491453425312,16.0
1491453431346,17.0
1491453433359,16.0
1491453437382,17.0
1491453439390,16.0
1491453443393,16.0
1491453449425,16.0
1491453483538,19.0
1491453485552,16.0
1491453487578,16.0
1491453489584,19.0
1491453491590,17.0
1491453493601,16.0
1491453507657,16.0
1491453509668,16.0
1491453509713,16.0
1491453511682,16.0
1491453599976,17.0
1491453604008,16.0
1491453610040,17.0
1491453612041,16.0
1491453640138,16.0
1491453644155,17.0
1491453648234,16.0
1491453650252,16.0
1491453652253,17.0
1491453654267,16.0
1491453658295,16.0
1491453664327,16.0
1491453668333,16.0
1491453676380,16.0
1491453678383,18.0
1491453684400,18.0
1491453686413,22.0
1491453688416,20.0
1491453690430,25.0
1491453700479,25.0
1491453702482,25.0
1491453704497,22.0
1491453706514,22.0
1491453708527,22.0
1491453710542,23.0
1491453786062,27.0
1491453788063,27.0
1491453792066,27.0
1491453798108,27.0
1491453800110,28.0
1491453802125,29.0
1491453804142,29.0
1491453806145,29.0
1491453810160,14.0
1491453836254,29.0
1491453838256,27.0
1491453838288,28.0
1491453840272,29.0
1491453870368,28.0
1491453872370,29.0
1491453874386,14.0
1491453930595,15.0
1491453934624,15.0
1491453938645,17.0
1491453940646,17.0
1491453980781,21.0
1491453982793,17.0
1491454016897,17.0
1491454026990,16.0
